rank,worth_billions,category,name,age,country,city,source,industry,countryOfCitizenship,self_made,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,age_group,worth_tier,year,company_founded,company_name,company_relationship,company_sector,company_type,country_code,gdp,region,wealth_type,wealth_category,from_emerging,inherited_raw,was_founder,was_political,inherited
1092,1.6,,Pham Nhat Vuong,45.0,Vietnam,,,Real Estate,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1993.0,Vingroup,founder,real estate,new,VNM,0.0,East Asia,self-made finance,Financial,True,not inherited,True,True,False
1092,1.6,,Phillip Ragon,64.0,United States,,,Technology-Medical,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1978.0,InterSystems,founder,software,new,USA,0.0,North America,founder non-finance,New Sectors,True,not inherited,True,True,False
1092,1.6,,Pierre Papillaud,78.0,France,,,Mining and metals,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1990.0,Roxane,founder,bottled water,new,FRA,0.0,Europe,privatized and resources,Resource Related,True,not inherited,True,True,False
1092,1.6,,Pollyanna Chu,56.0,Hong Kong,,,Money Management,,True,,female,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1992.0,Kingston Financial,founder,investment,new,HKG,0.0,East Asia,self-made finance,Financial,True,not inherited,True,True,False
1092,1.6,,Ray Davis,72.0,United States,,,Non-consumer industrial,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1995.0,Energy Transfer Partners,ceo,gas pipeline,aquired,USA,0.0,North America,executive,Traded Sectors,True,not inherited,True,True,False
1092,1.6,,Richard Elman,74.0,United Kingdom,,,Mining and metals,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1989.0,Noble Group,chairman,commodities,new,GBR,0.0,Europe,privatized and resources,Resource Related,True,not inherited,True,True,False
1092,1.6,,Robert Miller UK,76.0,United Kingdom,,,"Retail, Restaurant",,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1963.0,Duty Free Shopping,founder,retail,new,GBR,0.0,Europe,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1092,1.6,,Roberto Angelini Rossi,65.0,Chile,,,Mining and metals,,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1955.0,Angelini Group,relation,forestry and mining,new,CHL,0.0,Latin America,inherited,Resource Related,True,father,True,True,True
1092,1.6,,Scott Cook,61.0,United States,,,Technology-Computer,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1983.0,Intuit,founder,software,new,USA,0.0,North America,founder non-finance,New Sectors,True,not inherited,True,True,False
1092,1.6,,Simonpietro Salini,81.0,Italy,,,Constrution,,False,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1936.0,Salini Impregilo,relation,construction,new,ITA,0.0,Europe,inherited,Non-Traded Sectors,True,father,True,True,True
1092,1.6,,Stephen Jarislowsky,88.0,Canada,,,Money Management,,True,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1955.0,Jarislowsky Fraser Limited,founder,investment mangagment,new,CAN,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1092,1.6,,Suhon Lin,86.0,Taiwan,,,Non-consumer industrial,,True,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1949.0,Chang Chun Group,founder,petrochemicals,new,Taiwan,0.0,East Asia,founder non-finance,Traded Sectors,True,not inherited,True,True,False
1092,1.6,,Thaksin Shinawatra,64.0,Thailand,,,Diversified financial,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1986.0,Advanced Info Service,founder,mobile phones,new,THA,0.0,East Asia,privatized and resources,Financial,True,not inherited,True,True,False
1092,1.6,,Tsai Ming-Kai,63.0,Taiwan,,,Technology-Computer,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1997.0,MediaTek,ceo,semiconductors,new,Taiwan,0.0,East Asia,executive,New Sectors,True,not inherited,True,True,False
1092,1.6,,Venugopal Dhoot,62.0,India,,,Technology-Computer,,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1979.0,Videocon Electronics,relation,television,new,IND,0.0,South Asia,inherited,New Sectors,True,father,True,True,True
1092,1.6,,Vincent Tan,62.0,Malaysia,,,Diversified financial,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1985.0,Berjaya Corporation Berhad,founder,gambing,privatization,MYS,0.0,East Asia,privatized and resources,Financial,True,not inherited,True,True,False
1092,1.6,,Wen Jianping,52.0,China,,,Other,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,2001.0,Beijing Originwater Technology,founder,sewage treatment,new,CHN,0.0,East Asia,founder non-finance,0,True,not inherited,True,True,False
1092,1.6,,Wong Luen Hei,52.0,China,,,Non-consumer industrial,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1996.0,China Lesso Group,founder,home building materials,new,CHN,0.0,East Asia,founder non-finance,Traded Sectors,True,not inherited,True,True,False
1092,1.6,,Yoshikazu Tanaka,37.0,Japan,,,Technology-Computer,,True,,male,,,,,,,,,,,,,,,,,,,30s,1–2B,2014,2004.0,"GREE, Inc",founder,social network,new,JPN,0.0,East Asia,founder non-finance,New Sectors,True,not inherited,True,True,False
1092,1.6,,Yuri Gushchin,69.0,Russia,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1998.0,Obyedinennye Konditery,founder,candy,privatization,RUS,0.0,Europe,privatized and resources,Traded Sectors,True,not inherited,True,True,False
1092,1.6,,Zhou Chengjian,48.0,China,,,"Retail, Restaurant",,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1986.0,Metersbonwe Group,founder,fashion,new,CHN,0.0,East Asia,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1143,1.6,,Ahsen Ozokur,63.0,Turkey,,,Consumer,,False,,female,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1944.0,Yildiz Holding,relation,food products,new,TUR,0.0,Middle East/North Africa,inherited,Traded Sectors,True,father,True,True,True
1143,1.6,,Ali Ibrahim Agaoglu,60.0,Turkey,,,Constrution,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1981.0,Agaoglu Group,founder,construction,new,TUR,0.0,Middle East/North Africa,privatized and resources,Non-Traded Sectors,True,not inherited,True,True,False
1143,1.6,,Ana Maria Brescia Cafferata,89.0,Peru,,,Mining and metals,,False,,female,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1889.0,Grupo Prescia (now Pandora Group),relation,"mining, banking",new,PER,0.0,Latin America,inherited,Resource Related,True,father,True,True,True
1143,1.6,,Ana Maria Marcondes Penido Sant'Anna,58.0,Brazil,,,Other,,False,,female,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1945.0,CCR Group,relation,toll roads,new,BRA,0.0,Latin America,inherited,0,True,father,True,True,True
1143,1.6,,Benu Gopal Bangur,82.0,India,,,Constrution,,False,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1918.0,Shree Cement,relation,cement,new,IND,0.0,South Asia,inherited,Non-Traded Sectors,True,father,True,True,True
1143,1.6,,Cesar Mata Pires,0.0,Brazil,,,Constrution,,True,,male,,,,,,,,,,,,,,,,,,,<30,1–2B,2014,1976.0,OAS SA,founder,construction,new,BRA,0.0,Latin America,privatized and resources,Non-Traded Sectors,True,not inherited,True,True,False
1143,1.6,,Christoph Henkel,0.0,Germany,,,Consumer,,False,,male,,,,,,,,,,,,,,,,,,,<30,1–2B,2014,1876.0,Henkel Ag,relation,cleaning products,new,DEU,0.0,Europe,inherited,Traded Sectors,True,father,True,True,True
1143,1.6,,Manuel Moroun,86.0,United States,,,Other,,True,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1970.0,CenTra Inc.,chairman,bridge to canada,aquired,USA,0.0,North America,executive,0,True,not inherited,True,True,False
1143,1.6,,Rosa Brescia Cafferata,87.0,Peru,,,Mining and metals,,False,,female,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1889.0,Grupo Prescia (now Pandora Group),relation,"mining, banking",new,PER,0.0,Latin America,inherited,Resource Related,True,father,True,True,True
1143,1.6,,Thomas Steyer,56.0,United States,,,Hedge funds,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1986.0,Farallon Capital Management,founder,hedge funds,new,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1143,1.6,,Wong Kwong Yu,44.0,China,,,"Retail, Restaurant",,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1987.0,Gome,investor,retail,new,CHN,0.0,East Asia,privatized and resources,Non-Traded Sectors,True,not inherited,True,True,False
1154,1.5,,Alexander Frolov,49.0,Russia,,,Mining and metals,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1992.0,Evraz,ceo,steel,aquired,RUS,0.0,Europe,privatized and resources,Resource Related,True,not inherited,True,True,False
1154,1.5,,Alexandre Grendene Bartelle,64.0,Brazil,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1971.0,Grendene,founder,shoes,new,BRA,0.0,Latin America,founder non-finance,Traded Sectors,True,not inherited,True,True,False
1154,1.5,,Alfredo Harp Helu,69.0,Mexico,,,Money Management,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1884.0,Banamex,owner,banking,aquired,MEX,0.0,Latin America,self-made finance,Financial,True,not inherited,True,True,False
1154,1.5,,Andrei Bokarev,47.0,Russia,,,Energy,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,2002.0,CJSC Transmashholding,president,locomotive manufacturing,new,RUS,0.0,Europe,privatized and resources,Resource Related,True,not inherited,True,True,False
1154,1.5,,Bulent Eczacibasi,64.0,Turkey,,,Technology-Medical,,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1942.0,Eczacibasi Holding,relation,pharmaceuticals,new,TUR,0.0,Middle East/North Africa,inherited,New Sectors,True,father,True,True,True
1154,1.5,,Chang Yung Fa,86.0,Taiwan,,,Other,,True,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1961.0,Evergreen Group,founder,shipping,new,Taiwan,0.0,East Asia,founder non-finance,0,True,not inherited,True,True,False
1154,1.5,,Chen Tianqiao,41.0,China,,,Technology-Computer,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1999.0,Shanda Interactive Entertainment,founder,entertainment,new,CHN,0.0,East Asia,founder non-finance,New Sectors,True,not inherited,True,True,False
1154,1.5,,Chen Yung-Tai,78.0,Taiwan,,,Real Estate,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1965.0,Aurora Group,founder,real estate,new,Taiwan,0.0,East Asia,self-made finance,Financial,True,not inherited,True,True,False
1154,1.5,,Dan Wilks,57.0,United States,,,Energy,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,2002.0,Frac Tech,founder,natural gas,new,USA,0.0,North America,privatized and resources,Resource Related,True,not inherited,True,True,False
1154,1.5,,Erika Pohl-Stroher,95.0,Germany,,,Consumer,,False,,female,,,,,,,,,,,,,,,,,,,90+,1–2B,2014,1880.0,Wella AG,relation,cosmetics,new,DEU,0.0,Europe,inherited,Traded Sectors,True,3rd generation,True,True,True
1154,1.5,,Ezra Nahmad,68.0,Monaco,,,Other,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1960.0,,founder,art dealing,new,MCO,0.0,Europe,founder non-finance,0,True,not inherited,True,True,False
1154,1.5,,Farris Wilks,62.0,United States,,,Energy,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,2002.0,Frac Tech,founder,natural gas,new,USA,0.0,North America,privatized and resources,Resource Related,True,not inherited,True,True,False
1154,1.5,,Faruk Eczacibasi,59.0,Turkey,,,Technology-Medical,,False,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1942.0,Eczacibasi Holding,relation,pharmaceuticals,new,TUR,0.0,Middle East/North Africa,inherited,New Sectors,True,father,True,True,True
1154,1.5,,Francesco Gaetano Caltagirone,70.0,Italy,,,Constrution,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1947.0,Caltagirone Holdings,owner,cement,aquired,ITA,0.0,Europe,executive,Non-Traded Sectors,True,not inherited,True,True,False
1154,1.5,,Gary Michelson,65.0,United States,,,Technology-Medical,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1949.0,Medtronic,inventor,medical devices,new,USA,0.0,North America,executive,New Sectors,True,not inherited,True,True,False
1154,1.5,,Gregorio Perez Companc,78.0,Argentina,,,Energy,,False,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1968.0,Petrolera Perez Companc,relation,oil,new,ARG,0.0,Latin America,inherited,Resource Related,True,father,True,True,True
1154,1.5,,He Qiaonu,48.0,China,,,Constrution,,True,,female,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1992.0,Beijing Orient Landscape,founder,landscape architecture,new,CHN,0.0,East Asia,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1154,1.5,,Horst Brandstaetter,80.0,Germany,,,Consumer,,False,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1876.0,Brandstatter Group,relation,toys,new,DEU,0.0,Europe,inherited,Traded Sectors,True,3rd generation,True,True,True
1154,1.5,,Huang Shih Tsai,62.0,Hong Kong,,,Real Estate,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1990.0,Greater China International Investment Group,founder,real estate,new,HKG,0.0,East Asia,self-made finance,Financial,True,not inherited,True,True,False
1154,1.5,,Jimmy Haslam,60.0,United States,,,"Retail, Restaurant",,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1981.0,Pilot Flying J,founder,truck stop,new,USA,0.0,North America,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1154,1.5,,John Henry,64.0,United States,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1981.0,John W. Henry & Company,founder,asset management,new,USA,0.0,North America,founder non-finance,Traded Sectors,True,not inherited,True,True,False
1154,1.5,,Jose Llado Fernandez-Urrutia,79.0,Spain,,,Constrution,,True,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1960.0,Tecnicas Reunidas,founder,construction,new,ESP,0.0,Europe,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1154,1.5,,Juan Carlos Escotet,54.0,Venezuela,,,Money Management,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1992.0,Banesco,founder,banking,new,VEN,0.0,Latin America,self-made finance,Financial,True,not inherited,True,True,False
1154,1.5,,Koo Bon-Moo,69.0,South Korea,,,Technology-Computer,,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1947.0,LG Group,relation,electonics,new,KOR,0.0,East Asia,inherited,New Sectors,True,father,True,True,True
1154,1.5,,Lam Kong,49.0,China,,,Technology-Medical,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1995.0,China Medical Systems,founder,pharmaceuticals,new,CHN,0.0,East Asia,founder non-finance,New Sectors,True,not inherited,True,True,False
1154,1.5,,Maria Del Pino y Calvo-Sotelo,57.0,Spain,,,Constrution,,False,,female,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1952.0,Ferrovial,relation,construction,new,ESP,0.0,Europe,inherited,Non-Traded Sectors,True,father,True,True,True
1154,1.5,,Marie-Jeanne Meyer,72.0,France,,,Mining and metals,,False,,female,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1851.0,Louis-Dreyfus Goup,relation,"commodities (wheat, oil, shipping)",new,FRA,0.0,Europe,inherited,Resource Related,True,4th generation,True,True,True
1154,1.5,,Mark Stevens,54.0,United States,,,Venture Capital,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1972.0,Sequoia Capital,partner,venture capitalist,new,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1154,1.5,,Massimo Moratti,68.0,Italy,,,Energy,,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1962.0,Saras SPA,relation,oil,new,ITA,0.0,Europe,inherited,Resource Related,True,father,True,True,True
1154,1.5,,Mehmet Karamehmet,69.0,Turkey,,,Media,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1923.0,Cukurova Holding,chairman,"textiles, industrial goods, media",new,TUR,0.0,Middle East/North Africa,executive,Non-Traded Sectors,True,not inherited,True,True,False
1154,1.5,,Mehmet Nazif Gunal,66.0,Turkey,,,Constrution,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1976.0,MNG Holding,founder,construction,new,TUR,0.0,Middle East/North Africa,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1154,1.5,,Monique Louis-Dreyfus,74.0,France,,,Mining and metals,,False,,female,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1851.0,Louis-Dreyfus Goup,relation,"commodities (wheat, oil, shipping)",new,FRA,0.0,Europe,inherited,Resource Related,True,4th generation,True,True,True
1154,1.5,,Murali Divi,62.0,India,,,Technology-Medical,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1990.0,Divis Laboratories,founder,pharmaceuticals,new,IND,0.0,South Asia,founder non-finance,New Sectors,True,not inherited,True,True,False
1154,1.5,,Paul Singer,69.0,United States,,,Hedge funds,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1977.0,Elliott Associates,founder,hedge funds,new,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1154,1.5,,Ravi Jaipuria,59.0,India,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1960.0,RJ Corp,relation,soft drinks,new,IND,0.0,South Asia,executive,Traded Sectors,True,not inherited,True,True,False
1154,1.5,,Richard Hayne,66.0,United States,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1970.0,Urban Outfitters,founder,retail,new,USA,0.0,North America,founder non-finance,Traded Sectors,True,not inherited,True,True,False
1154,1.5,,Robert Coyiuto Jr,61.0,Philippines,,,Energy,,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1981.0,Prudential Guarantee & Assurance,relation,"insurancei, power",new,PHL,0.0,East Asia,inherited,Resource Related,True,father,True,True,True
1154,1.5,,Saad Hariri,43.0,Lebanon,,,Constrution,,False,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1978.0,Saudi Oger,relation,construction,aquired,LBN,0.0,Middle East/North Africa,inherited,Non-Traded Sectors,True,father,True,True,True
1154,1.5,,Senapathy Gopalakrishnan,58.0,India,,,Technology-Computer,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1981.0,Infosys,founder and executive vice chairman,information services,new,IND,0.0,South Asia,founder non-finance,New Sectors,True,not inherited,True,True,False
1154,1.5,,Sergio Lins Andrade,66.0,Brazil,,,Constrution,,False,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1948.0,Andrade Gutierrez,relation,construction,new,BRA,0.0,Latin America,inherited,Non-Traded Sectors,True,father,True,True,True
1154,1.5,,Thomas Lee,69.0,United States,,,Private equity/leveraged buyout,,True,,male,,,,,,,,,,,,,,,,,,,60s,1–2B,2014,1974.0,Thomas H. Lee Partners,founder,leveraged buyout,new,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1154,1.5,,Tom Benson,86.0,United States,,,Other,,True,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1962.0,Benson Financial,founder,"cars, finance",new,USA,0.0,North America,founder non-finance,0,True,not inherited,True,True,False
1154,1.5,,Vadim Novinsky,50.0,Ukraine,,,Non-consumer industrial,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1995.0,Smart-Holding,owner,steel,new,UKR,0.0,Europe,privatized and resources,Resource Related,True,not inherited,True,True,False
1154,1.5,,Vichai Srivaddhanaprabha,56.0,Thailand,,,"Retail, Restaurant",,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1989.0,King Power Duty Free,founder,retail,new,THA,0.0,East Asia,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
1154,1.5,,Victor Gradin,81.0,Brazil,,,Constrution,,True,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1944.0,Odebrecht,owner,construction,new,BRA,0.0,Latin America,executive,Non-Traded Sectors,True,not inherited,True,True,False
1154,1.5,,Vinod Khosla,59.0,United States,,,Venture Capital,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1982.0,Sun Microsystems,founder,software,new,USA,0.0,North America,self-made finance,Financial,True,not inherited,True,True,False
1154,1.5,,Wen Yibo,48.0,China,,,Non-consumer industrial,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1993.0,The Sound Group,founder,waste management,new,CHN,0.0,East Asia,founder non-finance,Traded Sectors,True,not inherited,True,True,False
1154,1.5,,Yuriy Kosiuk,45.0,Ukraine,,,Consumer,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1998.0,MHP,founder,agriculture,aquired,UKR,0.0,Europe,founder non-finance,Traded Sectors,True,not inherited,True,True,False
1154,1.5,,Zhu Yicai,49.0,China,,,Diversified financial,,True,,male,,,,,,,,,,,,,,,,,,,40s,1–2B,2014,1993.0,Yurun Food,founder,meat products,new,CHN,0.0,East Asia,self-made finance,Financial,True,not inherited,True,True,False
1203,1.5,,Ajay Piramal,58.0,India,,,Technology-Medical,,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1984.0,Piramel,founder,pharmaceuticals,aquired,IND,0.0,South Asia,founder non-finance,New Sectors,True,not inherited,True,True,False
1203,1.5,,Isidoro Alvarez,79.0,Spain,,,"Retail, Restaurant",,False,,male,,,,,,,,,,,,,,,,,,,70s,1–2B,2014,1940.0,El Corte Ingles,relation,retail,new,ESP,0.0,Europe,inherited,Non-Traded Sectors,True,father,True,True,True
1203,1.5,,Richard Scaife,81.0,United States,,,Diversified financial,,False,,male,,,,,,,,,,,,,,,,,,,80s,1–2B,2014,1869.0,Mellon,relation,"banking, oil, aluminum",new,USA,0.0,North America,inherited,Financial,True,3rd generation,True,True,True
1203,1.5,,Sergei Katsiev,56.0,Russia,,,"Retail, Restaurant",,True,,male,,,,,,,,,,,,,,,,,,,50s,1–2B,2014,1998.0,Megapolis,founder,tobacco,new,RUS,0.0,Europe,founder non-finance,Non-Traded Sectors,True,not inherited,True,True,False
